grp	start	end
chr6_4621	142111760	142112340
chr6_4622	142133070	142134540
chr6_4623	142475850	142477690
chr6_4624	142480420	142481210
chr6_4625	142419850	142422100
chr6_4626	142449970	142451900
chr6_4627	143181240	143182610
chr6_4628	144569200	144571600
chr6_4629	145425940	145426830
chr6_463	37310710	37312060
chr6_4630	145424070	145424940
chr6_4631	145499090	145499990
chr6_4632	146279150	146280200
chr6_4633	146208880	146210190
chr6_4634	146281910	146282590
chr6_4635	146613010	146613410
chr6_4636	147002020	147003260
chr6_4637	147034810	147035260
chr6_4638	146914140	146915630
chr6_4639	148141790	148143940
chr6_464	37340620	37342090
chr6_4640	148759500	148759930
chr6_4641	149096950	149097620
chr6_4642	149103140	149104530
chr6_4643	149334700	149335820
chr6_4644	4366850	4367860
chr6_4645	4509940	4512000
chr6_4646	4905080	4907320
chr6_4647	4943360	4945460
chr6_4648	5045350	5045910
chr6_4649	5370880	5372670
chr6_465	37342140	37344010
chr6_4650	5821100	5822380
chr6_4651	5976680	5977370
chr6_4652	5988020	5990130
chr6_4653	6061940	6064090
chr6_4654	6210740	6211730
chr6_4655	6109200	6111370
chr6_4656	6573220	6573780
chr6_4657	6829710	6831530
chr6_4658	7915690	7916500
chr6_4659	7920600	7922470
chr6_466	37353900	37354760
chr6_4660	8257920	8258370
chr6_4661	8643800	8644620
chr6_4662	11543310	11544390
chr6_4663	14851760	14852710
chr6_4664	15589420	15590700
chr6_4665	16503590	16505130
chr6_4666	16652260	16653460
chr6_4667	17785090	17786080
chr6_4668	17803890	17804540
chr6_4669	17856510	17857060
chr6_467	37356870	37357480
chr6_4670	17962540	17964060
chr6_4671	18551980	18552460
chr6_4672	22139260	22140350
chr6_4673	29015540	29016900
chr6_4674	29733520	29735440
chr6_4675	29958310	29960000
chr6_4676	30491720	30494130
chr6_4677	30494210	30494890
chr6_4678	30577420	30579440
chr6_4679	30630220	30631670
chr6_468	37377330	37379490
chr6_4680	30621370	30622180
chr6_4681	30664700	30666510
chr6_4682	31032650	31033960
chr6_4683	32076180	32077230
chr6_4684	32201560	32201990
chr6_4685	34441800	34443990
chr6_4686	34492450	34494800
chr6_4687	35303040	35305470
chr6_4688	36817850	36818580
chr6_4689	37844600	37846600
chr6_469	37385390	37385910
chr6_4690	37981760	37983140
chr6_4691	38114760	38116200
chr6_4692	38131490	38132720
chr6_4693	47264900	47265710
chr6_4694	49063600	49065400
chr6_4695	49934990	49936230
chr6_4696	50676170	50677400
chr6_4697	50752620	50754190
chr6_4698	50758670	50760220
chr6_4699	50768310	50770260
chr6_47	5259450	5260920
chr6_470	37389620	37391690
chr6_4700	50771220	50773610
chr6_4701	50890640	50893110
chr6_4702	51340290	51342360
chr6_4703	51018240	51018990
chr6_4704	51034010	51035120
chr6_4705	51233980	51235880
chr6_4706	51310870	51312130
chr6_4707	51682000	51683290
chr6_4708	51758030	51760270
chr6_4709	52003450	52004950
chr6_471	37429300	37431750
chr6_4710	51855200	51856510
chr6_4711	52392750	52394760
chr6_4712	52789460	52791940
chr6_4713	52890130	52893010
chr6_4714	52917610	52918860
chr6_4715	52973160	52974200
chr6_4716	52874750	52876780
chr6_4717	53343670	53344540
chr6_4718	53347440	53349400
chr6_4719	53349450	53352190
chr6_472	37503460	37505500
chr6_4720	53379720	53381300
chr6_4721	53397520	53399470
chr6_4722	53407950	53409300
chr6_4723	53418820	53419480
chr6_4724	53445680	53447220
chr6_4725	53447400	53448560
chr6_4726	53477640	53479080
chr6_4727	53494950	53497100
chr6_4728	53498120	53500230
chr6_4729	53526400	53528140
chr6_473	37546200	37548600
chr6_4730	53565200	53566200
chr6_4731	53626510	53626940
chr6_4732	53892240	53893540
chr6_4733	54198570	54200050
chr6_4734	55752600	55753670
chr6_4735	60945470	60947020
chr6_4736	61165160	61167120
chr6_4737	61245360	61246900
chr6_4738	65493030	65493410
chr6_4739	65873610	65874540
chr6_474	37550720	37551520
chr6_4740	66332410	66333490
chr6_4741	66998920	66999900
chr6_4742	67127840	67129390
chr6_4743	71031350	71032490
chr6_4744	71024320	71025100
chr6_4745	71684810	71686190
chr6_4746	72137820	72139980
chr6_4747	72639500	72641420
chr6_4748	72609320	72611420
chr6_4749	72670350	72672760
chr6_475	37552770	37555170
chr6_4750	72673970	72674690
chr6_4751	73264740	73265870
chr6_4752	81991890	81992870
chr6_4753	82949610	82950990
chr6_4754	83569340	83570540
chr6_4755	84033990	84035540
chr6_4756	84069290	84070760
chr6_4757	84146480	84148780
chr6_4758	84140890	84142880
chr6_4759	87089710	87090630
chr6_476	37571200	37573540
chr6_4760	87092290	87092680
chr6_4761	87110270	87112570
chr6_4762	87115960	87116900
chr6_4763	87168640	87170480
chr6_4764	87151520	87153720
chr6_4765	87172220	87174400
chr6_4766	88064250	88065170
chr6_4767	90886170	90888040
chr6_4768	90938950	90939450
chr6_4769	92363780	92365870
chr6_477	37305780	37307380
chr6_4770	92693730	92694180
chr6_4771	92890800	92892650
chr6_4772	93492900	93495090
chr6_4773	93616430	93617260
chr6_4774	94071570	94071960
chr6_4775	94072190	94074670
chr6_4776	94079630	94081030
chr6_4777	93961180	93963140
chr6_4778	94285370	94287060
chr6_4779	94704970	94706630
chr6_478	37420900	37422250
chr6_4780	94830920	94832200
chr6_4781	95135260	95136160
chr6_4782	95151790	95153690
chr6_4783	95599780	95601890
chr6_4784	98050030	98052090
chr6_4785	98074950	98075680
chr6_4786	98140410	98142650
chr6_4787	98171790	98173410
chr6_4788	98260820	98262000
chr6_4789	98460610	98462530
chr6_479	37567040	37568540
chr6_4790	99109090	99111000
chr6_4791	99154060	99156870
chr6_4792	99560250	99561320
chr6_4793	99568910	99570870
chr6_4794	99674450	99676220
chr6_4795	99837260	99838680
chr6_4796	99650110	99650860
chr6_4797	99795290	99795780
chr6_4798	99749690	99751340
chr6_4799	99833780	99835760
chr6_48	5390960	5391710
chr6_480	37568870	37569730
chr6_4800	99975090	99976460
chr6_4801	100105480	100106250
chr6_4802	100041880	100043750
chr6_4803	100054510	100056550
chr6_4804	100120190	100121870
chr6_4805	100151580	100152340
chr6_4806	100336960	100337800
chr6_4807	100444990	100445930
chr6_4808	101183630	101185340
chr6_4809	101244790	101247150
chr6_481	37607150	37609300
chr6_4810	101219260	101220590
chr6_4811	101422990	101424970
chr6_4812	108374550	108375770
chr6_4813	112261100	112261930
chr6_4814	112000250	112002520
chr6_4815	112907260	112908160
chr6_4816	114213840	114214940
chr6_4817	115874490	115875430
chr6_4818	116895380	116897280
chr6_4819	116908620	116911010
chr6_482	37655280	37656870
chr6_4820	117221260	117223550
chr6_4821	117078820	117080180
chr6_4822	117620440	117621490
chr6_4823	119515240	119517160
chr6_4824	125630280	125630930
chr6_4825	125951750	125954030
chr6_4826	126035550	126037260
chr6_4827	126067820	126068890
chr6_4828	127233320	127234940
chr6_4829	127447040	127448090
chr6_483	37660260	37661200
chr6_4830	127554660	127556890
chr6_4831	127803250	127805370
chr6_4832	127923170	127924660
chr6_4833	128187420	128188090
chr6_4834	128288950	128290080
chr6_4835	134100940	134103170
chr6_4836	134356970	134357600
chr6_4837	134378080	134379840
chr6_4838	134556100	134557290
chr6_4839	135090790	135092330
chr6_484	37663090	37665450
chr6_4840	135348610	135349650
chr6_4841	136858390	136860000
chr6_4842	137050890	137051690
chr6_4843	137381730	137383430
chr6_4844	140643810	140645090
chr6_4845	140804630	140806490
chr6_4846	141205370	141206640
chr6_4847	141329210	141330820
chr6_4848	141347300	141348240
chr6_4849	143446840	143449210
chr6_485	37672530	37674660
chr6_4850	143478320	143480530
chr6_4851	143385840	143387370
chr6_4852	143507140	143508590
chr6_4853	143987540	143988880
chr6_4854	144004070	144006570
chr6_4855	144023030	144025250
chr6_4856	144113880	144116370
chr6_4857	144156010	144157850
chr6_4858	144247190	144248550
chr6_4859	144717260	144718430
chr6_486	37743800	37745400
chr6_4860	144838320	144839560
chr6_4861	145305880	145307180
chr6_4862	145311850	145313500
chr6_4863	145434380	145435720
chr6_4864	145464000	145465410
chr6_4865	146129980	146130390
chr6_4866	146137960	146138970
chr6_4867	146351440	146353230
chr6_4868	148208580	148209400
chr6_4869	3514720	3516780
chr6_487	37755450	37757710
chr6_4870	5104190	5106120
chr6_4871	5106240	5108080
chr6_4872	5263790	5266050
chr6_4873	8480800	8482630
chr6_4874	8704750	8706910
chr6_4875	11676710	11678410
chr6_4876	17693440	17694410
chr6_4877	17726590	17727380
chr6_4878	18383010	18383810
chr6_4879	18385440	18387860
chr6_488	37821470	37823800
chr6_4880	29646830	29647780
chr6_4881	29648950	29651220
chr6_4882	30096510	30098610
chr6_4883	31600380	31601980
chr6_4884	31486200	31488510
chr6_4885	32483740	32484750
chr6_4886	32800100	32802140
chr6_4887	34108620	34110000
chr6_4888	34435320	34437090
chr6_4889	34437950	34438270
chr6_489	37680910	37683370
chr6_4890	34853160	34853690
chr6_4891	38265120	38265670
chr6_4892	38266420	38268090
chr6_4893	38393770	38395180
chr6_4894	38841240	38843140
chr6_4895	38849960	38851400
chr6_4896	38812870	38814550
chr6_4897	38818100	38819150
chr6_4898	38916060	38918180
chr6_4899	41650350	41651910
chr6_49	5391840	5394010
chr6_490	37796680	37798920
chr6_4900	51428760	51429480
chr6_4901	51582920	51584200
chr6_4902	55267930	55268250
chr6_4903	55298540	55300300
chr6_4904	57711970	57712420
chr6_4905	60881170	60882120
chr6_4906	60883860	60884310
chr6_4907	67136400	67137650
chr6_4908	70680340	70682350
chr6_4909	70675620	70677620
chr6_491	37890560	37891430
chr6_4910	71611020	71612860
chr6_4911	72081760	72082040
chr6_4912	72273680	72275630
chr6_4913	72368000	72369640
chr6_4914	82985790	82987420
chr6_4915	83345540	83347220
chr6_4916	84277240	84278650
chr6_4917	86027970	86028670
chr6_4918	86024850	86025140
chr6_4919	86032800	86034960
chr6_492	37903620	37905120
chr6_4920	86610310	86611160
chr6_4921	87119600	87121720
chr6_4922	87611220	87613670
chr6_4923	87616340	87618400
chr6_4924	87625890	87627410
chr6_4925	87539000	87541170
chr6_4926	87728170	87728980
chr6_4927	87729750	87731410
chr6_4928	88204060	88204430
chr6_4929	88455280	88456130
chr6_493	38031420	38033350
chr6_4930	88859370	88860140
chr6_4931	88860250	88861670
chr6_4932	88658340	88658680
chr6_4933	90322680	90323700
chr6_4934	90572290	90573320
chr6_4935	90952850	90954520
chr6_4936	90957340	90959220
chr6_4937	91117870	91118470
chr6_4938	115704500	115706650
chr6_4939	115707980	115708950
chr6_494	38080120	38082780
chr6_4940	115693200	115694760
chr6_4941	116300190	116300890
chr6_4942	116320310	116321230
chr6_4943	119309550	119312120
chr6_4944	118963060	118964430
chr6_4945	120165520	120167470
chr6_4946	120167580	120169710
chr6_4947	120128380	120130770
chr6_4948	120164460	120164760
chr6_4949	120463220	120464410
chr6_495	38088320	38090720
chr6_4950	120464590	120467060
chr6_4951	120467090	120468460
chr6_4952	120468550	120470170
chr6_4953	120504970	120507120
chr6_4954	121283460	121284850
chr6_4955	121284990	121286050
chr6_4956	121286150	121287310
chr6_4957	124596100	124598520
chr6_4958	124634710	124636820
chr6_4959	124665670	124666620
chr6_496	38020720	38021840
chr6_4960	125093670	125094010
chr6_4961	125120010	125120640
chr6_4962	125514330	125516140
chr6_4963	125520640	125521640
chr6_4964	128710080	128711110
chr6_4965	128787780	128789200
chr6_4966	131309290	131311500
chr6_4967	131312550	131314870
chr6_4968	134731140	134733170
chr6_4969	135142700	135142960
chr6_497	38022000	38023620
chr6_4970	135159440	135162240
chr6_4971	146167430	146169050
chr6_4972	146175300	146176010
chr6_4973	146178410	146180160
chr6_4974	146176120	146178210
chr6_4975	146559980	146561710
chr6_4976	148595980	148597670
chr6_4977	3215120	3216350
chr6_4978	15739370	15740460
chr6_4979	17064210	17066290
chr6_498	38083600	38085750
chr6_4980	23741590	23742130
chr6_4981	24552160	24553000
chr6_4982	30666820	30667400
chr6_4983	31128280	31129350
chr6_4984	32477250	32479070
chr6_4985	34403300	34403580
chr6_4986	34916160	34916760
chr6_4987	37013230	37014830
chr6_4988	38129900	38130970
chr6_4989	38773180	38775050
chr6_499	38156820	38157960
chr6_4990	39141250	39143360
chr6_4991	49322940	49324670
chr6_4992	50322690	50324240
chr6_4993	51639820	51641770
chr6_4994	52739520	52741160
chr6_4995	55259320	55260910
chr6_4996	55787070	55787780
chr6_4997	65555950	65556760
chr6_4998	65540640	65541830
chr6_4999	67111660	67112220
chr6_5	3347000	3348410
chr6_50	5396980	5399130
chr6_500	38191400	38193270
chr6_5000	72254680	72255620
chr6_5001	72613990	72615060
chr6_5002	82919340	82920460
chr6_5003	84275780	84276040
chr6_5004	86125820	86127750
chr6_5005	86158830	86160790
chr6_5006	86506420	86507070
chr6_5007	86548960	86551090
chr6_5008	86564400	86566030
chr6_5009	86780470	86782100
chr6_501	38193910	38195210
chr6_5010	88045280	88045510
chr6_5011	88087760	88088840
chr6_5012	88088910	88091260
chr6_5013	89249620	89250110
chr6_5014	89272910	89273220
chr6_5015	89299180	89301060
chr6_5016	91531570	91533350
chr6_5017	92676170	92676930
chr6_5018	92705300	92707540
chr6_5019	92824540	92825670
chr6_502	38201580	38203860
chr6_5020	97092210	97093930
chr6_5021	97544660	97545740
chr6_5022	97683270	97684170
chr6_5023	98947470	98948660
chr6_5024	98951370	98952420
chr6_5025	99002060	99003910
chr6_5026	99015150	99016960
chr6_5027	99092740	99094700
chr6_5028	99115960	99118420
chr6_5029	99118800	99120440
chr6_503	38214000	38216480
chr6_5030	99489650	99491990
chr6_5031	100138490	100140150
chr6_5032	108361080	108362130
chr6_5033	108645130	108646590
chr6_5034	112283560	112284980
chr6_5035	115957660	115958090
chr6_5036	116602860	116603660
chr6_5037	117980700	117982900
chr6_5038	118112530	118114330
chr6_5039	118872820	118873210
chr6_504	38247380	38248860
chr6_5040	120585510	120586370
chr6_5041	125275340	125275820
chr6_5042	125220810	125221870
chr6_5043	125375420	125376990
chr6_5044	125546540	125548030
chr6_5045	127306490	127307200
chr6_5046	127796680	127797560
chr6_5047	127799330	127800770
chr6_5048	128038780	128040650
chr6_5049	128175940	128176620
chr6_505	38298700	38300220
chr6_5050	128753030	128753400
chr6_5051	128800720	128802380
chr6_5052	128945690	128948100
chr6_5053	133651020	133652740
chr6_5054	134206460	134207450
chr6_5055	134769840	134770210
chr6_5056	134967250	134968060
chr6_5057	135290220	135291950
chr6_5058	136442810	136443590
chr6_5059	137845840	137846550
chr6_506	38331590	38332380
chr6_5060	140974700	140976390
chr6_5061	141039680	141040650
chr6_5062	141066370	141067800
chr6_5063	141433230	141434200
chr6_5064	143255190	143256560
chr6_5065	144771180	144771560
chr6_5066	145744270	145745770
chr6_5067	146060270	146062180
chr6_5068	147700940	147702110
chr6_5069	149040980	149042720
chr6_507	38689930	38690940
chr6_5070	149169580	149171140
chr6_5071	3418490	3419300
chr6_5072	3535280	3535850
chr6_5073	3540190	3541150
chr6_5074	4559740	4560910
chr6_5075	4567660	4568530
chr6_5076	5315610	5316620
chr6_5077	6988550	6990320
chr6_5078	8233040	8233760
chr6_5079	8342460	8343650
chr6_508	38485010	38487380
chr6_5080	8441670	8442980
chr6_5081	8307890	8309200
chr6_5082	8339910	8341340
chr6_5083	8533830	8535520
chr6_5084	8590700	8591470
chr6_5085	8641090	8641940
chr6_5086	8710630	8711220
chr6_5087	11890360	11891420
chr6_5088	11896630	11899090
chr6_5089	12046760	12047530
chr6_509	38501900	38503720
chr6_5090	13569100	13570750
chr6_5091	13602160	13603620
chr6_5092	17629610	17631430
chr6_5093	17655410	17656590
chr6_5094	18250620	18251180
chr6_5095	18324620	18325270
chr6_5096	18328690	18330960
chr6_5097	18361610	18362260
chr6_5098	18365480	18366760
chr6_5099	22399540	22401600
chr6_51	5420620	5421450
chr6_510	38697560	38697870
chr6_5100	22409130	22410350
chr6_5101	22423800	22425310
chr6_5102	22437080	22437930
chr6_5103	27837650	27838920
chr6_5104	28110130	28111040
chr6_5105	28118950	28120980
chr6_5106	28170350	28171600
chr6_5107	28276380	28277610
chr6_5108	28517360	28518530
chr6_5109	28661930	28663150
chr6_511	38691970	38693070
chr6_5110	28672500	28674150
chr6_5111	28627980	28629460
chr6_5112	28919480	28919920
chr6_5113	29279410	29280110
chr6_5114	29302710	29303350
chr6_5115	29449820	29451200
chr6_5116	29479480	29481120
chr6_5117	29530760	29531550
chr6_5118	29603290	29603670
chr6_5119	29629810	29630660
chr6_512	38693250	38695660
chr6_5120	29655890	29656600
chr6_5121	29738550	29740990
chr6_5122	29917840	29918710
chr6_5123	30025280	30026670
chr6_5124	30084900	30086360
chr6_5125	30189030	30189700
chr6_5126	30234260	30234530
chr6_5127	30413310	30413870
chr6_5128	31386740	31387710
chr6_5129	31524150	31525350
chr6_513	38728140	38730580
chr6_5130	31608170	31609180
chr6_5131	31753060	31755370
chr6_5132	31767070	31768800
chr6_5133	32843790	32844830
chr6_5134	32921780	32922350
chr6_5135	33031130	33031410
chr6_5136	33425900	33426560
chr6_5137	33475690	33476420
chr6_5138	33983750	33985570
chr6_5139	33751110	33751740
chr6_514	38735470	38736170
chr6_5140	33854900	33855560
chr6_5141	33815220	33816580
chr6_5142	34982630	34983270
chr6_5143	35270880	35271480
chr6_5144	37704540	37704860
chr6_5145	37785960	37787680
chr6_5146	37801390	37801790
chr6_5147	38053600	38054230
chr6_5148	38525700	38526480
chr6_5149	38625970	38627500
chr6_515	38736550	38738320
chr6_5150	38776820	38778080
chr6_5151	38874280	38874720
chr6_5152	38971180	38972960
chr6_5153	39118410	39118930
chr6_5154	40338300	40339490
chr6_5155	41603420	41603700
chr6_5156	41608390	41608900
chr6_5157	41625410	41625900
chr6_5158	41626220	41628260
chr6_5159	41634660	41635210
chr6_516	38742450	38743690
chr6_5160	42260660	42260920
chr6_5161	43456900	43457570
chr6_5162	43474760	43475890
chr6_5163	43491790	43492280
chr6_5164	43607400	43609500
chr6_5165	43628460	43629450
chr6_5166	43465980	43467390
chr6_5167	47273070	47274020
chr6_5168	47287250	47287680
chr6_5169	47382720	47383200
chr6_517	38744360	38746550
chr6_5170	47514480	47516720
chr6_5171	47576690	47577350
chr6_5172	47791020	47793030
chr6_5173	50109650	50110350
chr6_5174	50193950	50195540
chr6_5175	50325760	50325930
chr6_5176	50539970	50541120
chr6_5177	51208300	51208730
chr6_5178	51345230	51346840
chr6_5179	51353530	51355980
chr6_518	38758320	38760780
chr6_5180	51717220	51718570
chr6_5181	51851350	51852140
chr6_5182	51974360	51975830
chr6_5183	56825820	56828020
chr6_5184	56808200	56810640
chr6_5185	57454000	57454760
chr6_5186	57698780	57699370
chr6_5187	58706360	58708080
chr6_5188	58839580	58840870
chr6_5189	58865630	58866770
chr6_519	38836720	38839130
chr6_5190	60841250	60842330
chr6_5191	66224710	66225340
chr6_5192	66294840	66295190
chr6_5193	66296700	66298190
chr6_5194	66450560	66450970
chr6_5195	66897320	66899420
chr6_5196	66900940	66902980
chr6_5197	67163060	67164450
chr6_5198	67221340	67222810
chr6_5199	67231810	67233890
chr6_52	5458250	5460690
chr6_520	38876280	38877470
chr6_5200	67259150	67260410
chr6_5201	70853680	70854080
chr6_5202	71422120	71424100
chr6_5203	71428240	71430750
chr6_5204	71608260	71608920
chr6_5205	71668240	71668940
chr6_5206	71918200	71918430
chr6_5207	72069910	72070200
chr6_5208	72075520	72076620
chr6_5209	72405850	72407540
chr6_521	38906270	38908010
chr6_5210	72861240	72861570
chr6_5211	73153770	73155680
chr6_5212	82665210	82666940
chr6_5213	82757980	82758320
chr6_5214	82764270	82766070
chr6_5215	82856990	82857400
chr6_5216	82851650	82854060
chr6_5217	83794940	83795400
chr6_5218	83889480	83890010
chr6_5219	83900720	83901900
chr6_522	38941000	38943480
chr6_5220	84474670	84475930
chr6_5221	84895620	84896550
chr6_5222	85001080	85001510
chr6_5223	84834320	84836350
chr6_5224	85497340	85498850
chr6_5225	85922810	85923300
chr6_5226	85928800	85929180
chr6_5227	86043710	86044750
chr6_5228	86044840	86046670
chr6_5229	86083690	86084220
chr6_523	38764480	38766930
chr6_5230	86116330	86116840
chr6_5231	86202300	86203060
chr6_5232	86459250	86460940
chr6_5233	86699470	86700300
chr6_5234	86898280	86899470
chr6_5235	86888820	86890920
chr6_5236	87033360	87035240
chr6_5237	87035370	87036290
chr6_5238	87461000	87461480
chr6_5239	87603240	87604990
chr6_524	39085370	39086610
chr6_5240	87608550	87610450
chr6_5241	87694040	87696370
chr6_5242	88234770	88236220
chr6_5243	89347980	89348320
chr6_5244	89487840	89489190
chr6_5245	89510020	89511230
chr6_5246	89615220	89615620
chr6_5247	89439330	89440310
chr6_5248	89702430	89702970
chr6_5249	90789990	90790340
chr6_525	39065650	39067800
chr6_5250	90998010	90998460
chr6_5251	91051690	91052500
chr6_5252	91121380	91122090
chr6_5253	91453140	91453990
chr6_5254	92081330	92083270
chr6_5255	92126020	92127110
chr6_5256	92223370	92224550
chr6_5257	94480590	94481420
chr6_5258	94489990	94490600
chr6_5259	94815270	94816140
chr6_526	39068810	39070950
chr6_5260	94824780	94825830
chr6_5261	94904080	94905380
chr6_5262	94905480	94907810
chr6_5263	95497020	95497770
chr6_5264	97151990	97153460
chr6_5265	97825860	97828050
chr6_5266	97927740	97928830
chr6_5267	99272140	99273140
chr6_5268	99989840	99991150
chr6_5269	100091110	100091720
chr6_527	39152070	39153560
chr6_5270	100315670	100316120
chr6_5271	100441810	100442230
chr6_5272	100536300	100537740
chr6_5273	101285700	101286230
chr6_5274	106677300	106678450
chr6_5275	108516050	108517150
chr6_5276	108557970	108558870
chr6_5277	108642500	108643410
chr6_5278	108630380	108631810
chr6_5279	108842020	108843450
chr6_528	39155390	39156430
chr6_5280	108856530	108856980
chr6_5281	108626580	108628930
chr6_5282	112641400	112642300
chr6_5283	113192660	113193580
chr6_5284	113195490	113196580
chr6_5285	112999410	113001720
chr6_5286	113235680	113237920
chr6_5287	114929550	114930550
chr6_5288	115150500	115151230
chr6_5289	114698230	114699200
chr6_529	39175500	39177140
chr6_5290	115638580	115640840
chr6_5291	115980970	115981950
chr6_5292	116230870	116231800
chr6_5293	116324060	116325560
chr6_5294	116365610	116366700
chr6_5295	118330420	118331740
chr6_5296	118462880	118464590
chr6_5297	119351340	119352520
chr6_5298	119425660	119426310
chr6_5299	119433900	119436370
chr6_53	5492950	5494680
chr6_530	39180500	39182360
chr6_5300	119663820	119666010
chr6_5301	119681100	119682000
chr6_5302	119862130	119862490
chr6_5303	120053020	120053690
chr6_5304	120262370	120263010
chr6_5305	120299020	120299550
chr6_5306	120550390	120550810
chr6_5307	120734550	120736050
chr6_5308	120739480	120740790
chr6_5309	120745780	120747890
chr6_531	39283640	39284760
chr6_5310	120823350	120824720
chr6_5311	120842860	120843130
chr6_5312	120941020	120943030
chr6_5313	121109080	121110860
chr6_5314	122199750	122200760
chr6_5315	122224090	122225990
chr6_5316	122465590	122466230
chr6_5317	122804230	122806000
chr6_5318	123072770	123073330
chr6_5319	123181180	123181580
chr6_532	39295340	39297280
chr6_5320	123157250	123158000
chr6_5321	123238690	123239720
chr6_5322	124485560	124487370
chr6_5323	124580680	124582070
chr6_5324	124739740	124740680
chr6_5325	125101540	125102460
chr6_5326	125011570	125012250
chr6_5327	126772620	126773950
chr6_5328	127272150	127273700
chr6_5329	127339280	127339900
chr6_533	39297420	39299820
chr6_5330	127559480	127560200
chr6_5331	128516410	128517300
chr6_5332	128600980	128601670
chr6_5333	129038590	129038880
chr6_5334	130335630	130336390
chr6_5335	131386540	131387140
chr6_5336	131318570	131320340
chr6_5337	134021350	134023510
chr6_5338	134059660	134060120
chr6_5339	133922790	133923730
chr6_534	39322480	39323450
chr6_5340	134610690	134611720
chr6_5341	134623780	134624250
chr6_5342	134627480	134629820
chr6_5343	134683690	134684300
chr6_5344	134829530	134829960
chr6_5345	134898190	134899280
chr6_5346	134900530	134901320
chr6_5347	134901730	134903280
chr6_5348	134940710	134941300
chr6_5349	134973790	134975960
chr6_535	39325400	39327890
chr6_5350	134938330	134938810
chr6_5351	135138610	135139600
chr6_5352	135378000	135378710
chr6_5353	135355040	135355730
chr6_5354	136379660	136380130
chr6_5355	136400650	136401570
chr6_5356	136938270	136938650
chr6_5357	136743680	136744030
chr6_5358	142117300	142118530
chr6_5359	142148440	142150440
chr6_536	39443190	39445170
chr6_5360	142204010	142204890
chr6_5361	142265460	142266150
chr6_5362	142479030	142479410
chr6_5363	142725140	142725790
chr6_5364	142731220	142731990
chr6_5365	142747720	142748870
chr6_5366	143034370	143035150
chr6_5367	143012410	143013180
chr6_5368	145097340	145098100
chr6_5369	146256790	146258600
chr6_537	39464460	39466510
chr6_5370	146626520	146627800
chr6_5371	146779760	146780300
chr6_5372	146798750	146799420
chr6_5373	146619570	146620660
chr6_5374	146801210	146802540
chr6_5375	146820200	146821190
chr6_5376	146821280	146823660
chr6_5377	148066200	148067100
chr6_5378	148068600	148069700
chr6_5379	148113920	148114090
chr6_538	39672700	39675100
chr6_5380	148709880	148710640
chr6_5381	149236420	149237230
chr6_5382	149181970	149183320
chr6_5383	149271600	149273250
chr6_5384	149296780	149297180
chr6_5385	149305700	149306120
chr6_5386	4347160	4348090
chr6_5387	4500270	4501170
chr6_5388	6413470	6415100
chr6_5389	6493960	6494700
chr6_539	39665950	39667860
chr6_5390	6645950	6646790
chr6_5391	6728970	6729680
chr6_5392	7018760	7020340
chr6_5393	7165320	7166380
chr6_5394	8823790	8824500
chr6_5395	8825160	8826840
chr6_5396	8846070	8848160
chr6_5397	8946200	8947570
chr6_5398	8976520	8977560
chr6_5399	12330870	12331850
chr6_54	6050200	6052390
chr6_540	40075840	40077420
chr6_5400	17164750	17165330
chr6_5401	17872290	17874480
chr6_5402	17918500	17919140
chr6_5403	21227180	21228530
chr6_5404	22825880	22827710
chr6_5405	22872680	22873630
chr6_5406	24464190	24464970
chr6_5407	24983010	24984090
chr6_5408	25636260	25637260
chr6_5409	28481490	28482040
chr6_541	40087880	40089670
chr6_5410	28678360	28680300
chr6_5411	29356190	29357350
chr6_5412	29549060	29550790
chr6_5413	29657450	29658960
chr6_5414	30564050	30565060
chr6_5415	30605850	30606470
chr6_5416	31227310	31228580
chr6_5417	31836640	31837370
chr6_5418	32210970	32212100
chr6_5419	32786880	32788600
chr6_542	40296810	40299600
chr6_5420	33380740	33382430
chr6_5421	33446020	33448290
chr6_5422	33808730	33810710
chr6_5423	36641530	36641980
chr6_5424	36966090	36966600
chr6_5425	37324520	37326650
chr6_5426	38431070	38432500
chr6_5427	49004760	49006150
chr6_5428	49115720	49118140
chr6_5429	48972680	48972880
chr6_543	41860880	41863050
chr6_5430	49772800	49773590
chr6_5431	51006880	51008360
chr6_5432	51925120	51926890
chr6_5433	51927240	51928310
chr6_5434	52156620	52158180
chr6_5435	53372500	53374270
chr6_5436	53404900	53405980
chr6_5437	53505500	53506970
chr6_5438	53543150	53544290
chr6_5439	54020380	54021790
chr6_544	42215190	42217490
chr6_5440	54023590	54025550
chr6_5441	54029650	54030830
chr6_5442	54046170	54047940
chr6_5443	54736980	54739400
chr6_5444	55047490	55049200
chr6_5445	55610870	55612320
chr6_5446	56013500	56014920
chr6_5447	57993860	57994400
chr6_5448	58882220	58883520
chr6_5449	60736970	60738400
chr6_545	42245320	42246900
chr6_5450	61017740	61018600
chr6_5451	61182380	61184660
chr6_5452	67084890	67085600
chr6_5453	71688280	71690390
chr6_5454	72508580	72509360
chr6_5455	72636630	72637600
chr6_5456	72649020	72650440
chr6_5457	72679690	72681140
chr6_5458	75552370	75553560
chr6_5459	77172080	77173540
chr6_546	42248920	42250220
chr6_5460	77190420	77191390
chr6_5461	77797480	77798500
chr6_5462	81609780	81611990
chr6_5463	81709900	81710600
chr6_5464	81721480	81722470
chr6_5465	83435470	83436610
chr6_5466	84056990	84058040
