HGNC:462	ENSG00000099721	MGI:88005	ENSMUSG00000031354
HGNC:11029	ENSG00000114923	MGI:109350	ENSMUSG00000006576
HGNC:10723	ENSG00000075213	MGI:107558	ENSMUSG00000028883
HGNC:12628	ENSG00000111667	MGI:1347343	ENSMUSG00000038429
HGNC:24534	ENSG00000171490	MGI:1913659	ENSMUSG00000005846
HGNC:10385	ENSG00000112306	MGI:98105	ENSMUSG00000061983
HGNC:9685	ENSG00000106278	MGI:97816	ENSMUSG00000068748
HGNC:11366	ENSG00000126561	MGI:103036	ENSMUSG00000004043
HGNC:8955	ENSG00000170542	MGI:106603	ENSMUSG00000045827
HGNC:10927	ENSG00000108932	MGI:2144585	ENSMUSG00000041920
HGNC:1780	ENSG00000136807	MGI:1328368	ENSMUSG00000009555
HGNC:21315	ENSG00000178233	MGI:2685169	ENSMUSG00000096847
HGNC:9543	ENSG00000142507	MGI:104880	ENSMUSG00000018286
HGNC:3382	ENSG00000158856	MGI:99670	ENSMUSG00000022099
HGNC:7027	ENSG00000153208	MGI:96965	ENSMUSG00000014361
HGNC:44317	ENSG00000145337	MGI:1913709	ENSMUSG00000043162
HGNC:4265	ENSG00000118702	MGI:95709	ENSMUSG00000027643
HGNC:32308	ENSG00000184163	MGI:1914639	ENSMUSG00000023571
HGNC:32486	ENSG00000198471	MGI:2685451	ENSMUSG00000047531
HGNC:5035	ENSG00000092199	MGI:107795	ENSMUSG00000060373
HGNC:28856	ENSG00000158717	MGI:1915968	ENSMUSG00000014470
HGNC:13862	ENSG00000137707	MGI:1860140	ENSMUSG00000032056
HGNC:20087	ENSG00000165533	MGI:1923510	ENSMUSG00000021013
HGNC:23844	ENSG00000151136	MGI:1921257	ENSMUSG00000020042
HGNC:23572	ENSG00000159256	MGI:2136841	ENSMUSG00000039456
HGNC:4910	ENSG00000100644	MGI:106918	ENSMUSG00000021109
HGNC:3122	ENSG00000143768	MGI:2443573	ENSMUSG00000066652
HGNC:13672	ENSG00000169926	MGI:1354948	ENSMUSG00000052040
HGNC:3513	ENSG00000151348	MGI:108050	ENSMUSG00000027198
HGNC:28945	ENSG00000163811	MGI:1919765	ENSMUSG00000041057
HGNC:26526	ENSG00000165695	MGI:1916120	ENSMUSG00000026807
HGNC:30683	ENSG00000139192	MGI:2384853	ENSMUSG00000038213
HGNC:20593	ENSG00000166887	MGI:2443189	ENSMUSG00000027291
HGNC:29970	ENSG00000183378	MGI:3045251	ENSMUSG00000048236
HGNC:12428	ENSG00000122691	MGI:98872	ENSMUSG00000035799
HGNC:10619	ENSG00000115009	MGI:1329031	ENSMUSG00000026166
HGNC:28660	ENSG00000135070	MGI:1916296	ENSMUSG00000044792
HGNC:15632	ENSG00000101916	MGI:2176887	ENSMUSG00000040522
HGNC:30378	ENSG00000180104	MGI:2443972	ENSMUSG00000034152
HGNC:10397	ENSG00000182774	MGI:1309526	ENSMUSG00000061787
HGNC:7898	ENSG00000015520	MGI:2685089	ENSMUSG00000020447
HGNC:16448	ENSG00000162174	MGI:1913764	ENSMUSG00000024654
HGNC:20072	ENSG00000154914	MGI:2444541	ENSMUSG00000020905
HGNC:10898	ENSG00000204351	MGI:1099835	ENSMUSG00000040356
HGNC:8747	ENSG00000099139	MGI:97515	ENSMUSG00000024713
HGNC:19353	ENSG00000169375	MGI:107157	ENSMUSG00000042557
HGNC:23715	ENSG00000119574	MGI:2685003	ENSMUSG00000049600
HGNC:29548	ENSG00000130159	MGI:1349469	ENSMUSG00000066839
HGNC:23190	ENSG00000184436	MGI:1916259	ENSMUSG00000022760
HGNC:20652	ENSG00000113621	MGI:1916922	ENSMUSG00000021497
HGNC:28737	ENSG00000258315	MGI:1915609	ENSMUSG00000020831
HGNC:3629	ENSG00000079459	MGI:102706	ENSMUSG00000021273
HGNC:37261	ENSG00000197057	MGI:4937018	ENSMUSG00000090326
HGNC:10549	ENSG00000130638	MGI:1859293	ENSMUSG00000016541
HGNC:25142	ENSG00000166352	MGI:1915420	ENSMUSG00000027165
HGNC:24676	ENSG00000164896	MGI:1913837	ENSMUSG00000028959
HGNC:19881	ENSG00000132205	MGI:2389136	ENSMUSG00000024053
HGNC:19287	ENSG00000205111	MGI:3587025	ENSMUSG00000033966
HGNC:20887	ENSG00000121964	MGI:2444269	ENSMUSG00000036890
HGNC:25047	ENSG00000141294	MGI:1916547	ENSMUSG00000020878
HGNC:25970	ENSG00000168876	MGI:1930842	ENSMUSG00000031931
HGNC:9138	ENSG00000171824	MGI:1355322	ENSMUSG00000017264
HGNC:1963	ENSG00000147432	MGI:106212	ENSMUSG00000031492
HGNC:20709	ENSG00000137776	MGI:1913910	ENSMUSG00000032212
HGNC:2085	ENSG00000137392	MGI:88421	ENSMUSG00000024225
HGNC:11068	ENSG00000183023	MGI:107956	ENSMUSG00000054640
HGNC:24485	ENSG00000144649	MGI:3041196	ENSMUSG00000038233
HGNC:3968	ENSG00000102384	MGI:2147897	ENSMUSG00000031262
HGNC:615	ENSG00000175336	MGI:104539	ENSMUSG00000047631
HGNC:30245	ENSG00000147138	MGI:2685222	ENSMUSG00000073008
HGNC:7596	ENSG00000128641	MGI:107752	ENSMUSG00000018417
HGNC:16299	ENSG00000134028	MGI:1917650	ENSMUSG00000022057
HGNC:17145	ENSG00000143553	MGI:1333745	ENSMUSG00000001018
HGNC:7965	ENSG00000131408	MGI:1352463	ENSMUSG00000060601
HGNC:4433	ENSG00000125166	MGI:95792	ENSMUSG00000031672
HGNC:18078	ENSG00000178951	MGI:1335091	ENSMUSG00000035011
HGNC:21494	ENSG00000214338	MGI:1914662	ENSMUSG00000038916
HGNC:28958	ENSG00000102900	MGI:1919055	ENSMUSG00000032939
HGNC:4708	ENSG00000145649	MGI:109266	ENSMUSG00000023132
HGNC:3258	ENSG00000119718	MGI:2145118	ENSMUSG00000004788
HGNC:23053	ENSG00000186907	MGI:2669796	ENSMUSG00000050896
HGNC:16808	ENSG00000159459	MGI:1277977	ENSMUSG00000027272
HGNC:6871	ENSG00000100030	MGI:1346858	ENSMUSG00000063358
HGNC:303	ENSG00000106624	MGI:1197012	ENSMUSG00000020473
HGNC:18601	ENSG00000040608	MGI:2136886	ENSMUSG00000043811
HGNC:16870	ENSG00000165304	MGI:106924	ENSMUSG00000035683
HGNC:11851	ENSG00000187554	MGI:1858171	ENSMUSG00000079164
HGNC:15950	ENSG00000261678	MGI:2176606	ENSMUSG00000048385
HGNC:30784	ENSG00000179833	MGI:1931026	ENSMUSG00000049800
HGNC:29843	ENSG00000165802	MGI:1861755	ENSMUSG00000006476
HGNC:23625	ENSG00000198853	MGI:2140371	ENSMUSG00000035969
HGNC:16657	ENSG00000121380	MGI:1914063	ENSMUSG00000030200
HGNC:30437	ENSG00000128203	MGI:1920148	ENSMUSG00000029348
HGNC:25091	ENSG00000158545	MGI:1923264	ENSMUSG00000017478
HGNC:20604	ENSG00000083520	MGI:1919912	ENSMUSG00000033166
HGNC:13617	ENSG00000141665	MGI:1354755	ENSMUSG00000034391
HGNC:955	ENSG00000131668	MGI:103124	ENSMUSG00000021381
HGNC:6079	ENSG00000168918	MGI:107357	ENSMUSG00000026288
HGNC:11984	ENSG00000175662	MGI:2443306	ENSMUSG00000000538
HGNC:26668	ENSG00000143107	MGI:2443535	ENSMUSG00000045326
HGNC:15389	ENSG00000172519	MGI:3782645	ENSMUSG00000096169
HGNC:26670	ENSG00000180336	MGI:2686410	ENSMUSG00000051455
HGNC:17844	ENSG00000135686	MGI:2385305	ENSMUSG00000031828
HGNC:3026	ENSG00000169676	MGI:94927	ENSMUSG00000039358
HGNC:32697	ENSG00000180592	MGI:1919918	ENSMUSG00000054074
HGNC:26746	ENSG00000181904	MGI:1925771	ENSMUSG00000045767
HGNC:9356	ENSG00000138073	MGI:1355326	ENSMUSG00000045302
HGNC:76	ENSG00000097007	MGI:87859	ENSMUSG00000026842
HGNC:28332	ENSG00000160799	MGI:1919904	ENSMUSG00000019659
HGNC:19097	ENSG00000157110	MGI:1334446	ENSMUSG00000031586
HGNC:27916	ENSG00000178821	MGI:1916921	ENSMUSG00000023153
HGNC:19876	ENSG00000120616	MGI:1278322	ENSMUSG00000024240
HGNC:32672	ENSG00000123154	MGI:1915086	ENSMUSG00000005150
HGNC:13565	ENSG00000196104	MGI:1920152	ENSMUSG00000054162
HGNC:17310	ENSG00000126768	MGI:1343176	ENSMUSG00000031158
HGNC:7463	ENSG00000168412	MGI:102967	ENSMUSG00000054764
HGNC:22197	ENSG00000242802	MGI:1924908	ENSMUSG00000039623
HGNC:22999	ENSG00000103534	MGI:1921674	ENSMUSG00000030650
HGNC:11304	ENSG00000143742	MGI:1350930	ENSMUSG00000026511
HGNC:26890	ENSG00000151117	MGI:1915143	ENSMUSG00000010307
HGNC:14079	ENSG00000174343	MGI:1202403	ENSMUSG00000029205
HGNC:3020	ENSG00000184845	MGI:99578	ENSMUSG00000021478
HGNC:23145	ENSG00000182759	MGI:2673307	ENSMUSG00000047591
HGNC:10290	ENSG00000117748	MGI:1339939	ENSMUSG00000028884
HGNC:21173	ENSG00000135521	MGI:2447810	ENSMUSG00000019814
HGNC:15093	ENSG00000179468	MGI:3030293	ENSMUSG00000045479
HGNC:17075	ENSG00000055208	MGI:1915902	ENSMUSG00000015755
HGNC:8014	ENSG00000065978	MGI:99146	ENSMUSG00000028639
HGNC:30348	ENSG00000013503	MGI:1917678	ENSMUSG00000034453
HGNC:15818	ENSG00000132819	MGI:1889294	ENSMUSG00000027510
HGNC:18624	ENSG00000134285	MGI:1913370	ENSMUSG00000003355
HGNC:30531	ENSG00000149300	MGI:1914202	ENSMUSG00000032062
HGNC:26057	ENSG00000106733	MGI:2147434	ENSMUSG00000037847
HGNC:11551	ENSG00000185024	MGI:1919558	ENSMUSG00000011158
HGNC:4172	ENSG00000107485	MGI:95663	ENSMUSG00000015619
HGNC:18360	ENSG00000176095	MGI:1351633	ENSMUSG00000032594
HGNC:7957	ENSG00000185149	MGI:108418	ENSMUSG00000028004
HGNC:17661	ENSG00000144837	MGI:1934677	ENSMUSG00000002847
HGNC:14469	ENSG00000174502	MGI:2444594	ENSMUSG00000042268
HGNC:34303	ENSG00000214954	MGI:1920564	ENSMUSG00000023151
HGNC:12831	ENSG00000152422	MGI:1333799	ENSMUSG00000021615
HGNC:25173	ENSG00000156853	MGI:1918381	ENSMUSG00000048921
HGNC:362	ENSG00000004455	MGI:87978	ENSMUSG00000028792
HGNC:14999	ENSG00000197437	MGI:3030143	ENSMUSG00000054054
HGNC:19010	ENSG00000159618	MGI:2685955	ENSMUSG00000061577
HGNC:10721	ENSG00000174175	MGI:98280	ENSMUSG00000026580
HGNC:25699	ENSG00000104946	MGI:2449973	ENSMUSG00000038520
HGNC:4030	ENSG00000137726	MGI:1890226	ENSMUSG00000066705
HGNC:30613	ENSG00000163806	MGI:1918141	ENSMUSG00000052525
HGNC:29364	ENSG00000115183	MGI:1914110	ENSMUSG00000035168
HGNC:12371	ENSG00000160188	MGI:1194909	ENSMUSG00000024033
HGNC:25235	ENSG00000101928	MGI:1917630	ENSMUSG00000023074
HGNC:4508	ENSG00000203737	MGI:3643278	ENSMUSG00000118401
HGNC:19770	ENSG00000182177	MGI:2655109	ENSMUSG00000067081
HGNC:13622	ENSG00000063127	MGI:2685930	ENSMUSG00000094152
HGNC:7976	ENSG00000185551	MGI:1352452	ENSMUSG00000030551
HGNC:12601	ENSG00000042781	MGI:1341292	ENSMUSG00000026609
HGNC:18082	ENSG00000187688	MGI:1341836	ENSMUSG00000018507
HGNC:21335	ENSG00000071189	MGI:2661416	ENSMUSG00000020590
HGNC:8666	ENSG00000251664	MGI:1298408	null
HGNC:2978	ENSG00000119772	MGI:1261827	ENSMUSG00000020661
HGNC:34059	ENSG00000185863	MGI:1925467	ENSMUSG00000026963
HGNC:10026	ENSG00000107018	MGI:97931	ENSMUSG00000039097
HGNC:2711	ENSG00000204843	MGI:107745	ENSMUSG00000031865
HGNC:6481	ENSG00000101680	MGI:99892	ENSMUSG00000032796
HGNC:21398	ENSG00000163686	MGI:1913332	ENSMUSG00000025277
HGNC:24010	ENSG00000183833	MGI:2443598	ENSMUSG00000022805
HGNC:26200	ENSG00000107960	MGI:1915581	ENSMUSG00000042694
HGNC:15483	ENSG00000006837	MGI:2388268	ENSMUSG00000020389
HGNC:10697	ENSG00000157020	MGI:99832	ENSMUSG00000030298
HGNC:101	ENSG00000213199	MGI:2159339	ENSMUSG00000038276
HGNC:25233	ENSG00000001461	MGI:1921802	ENSMUSG00000028803
HGNC:17619	ENSG00000072864	MGI:1914453	ENSMUSG00000022678
HGNC:4669	ENSG00000100226	MGI:109443	ENSMUSG00000042535
HGNC:19767	ENSG00000146809	MGI:1926160	ENSMUSG00000029685
HGNC:11054	ENSG00000011083	MGI:2147363	ENSMUSG00000052026
HGNC:2903	ENSG00000132535	MGI:1277959	ENSMUSG00000020886
HGNC:21464	ENSG00000182261	MGI:2444084	ENSMUSG00000049709
HGNC:15881	ENSG00000244274	MGI:106562	ENSMUSG00000017734
HGNC:21368	ENSG00000168566	MGI:1915047	ENSMUSG00000021431
HGNC:8049	ENSG00000164978	MGI:1913651	ENSMUSG00000028443
HGNC:13108	ENSG00000099326	MGI:107457	ENSMUSG00000030380
HGNC:12407	ENSG00000127824	MGI:1095410	ENSMUSG00000026202
HGNC:30313	ENSG00000127481	MGI:1916366	ENSMUSG00000066036
HGNC:24470	ENSG00000163126	MGI:1925571	ENSMUSG00000067653
HGNC:11371	ENSG00000040341	MGI:1352508	ENSMUSG00000025920
HGNC:11731	ENSG00000107140	MGI:1201675	ENSMUSG00000028458
HGNC:26838	ENSG00000181847	MGI:3642260	ENSMUSG00000071552
HGNC:1686	ENSG00000143119	MGI:88341	ENSMUSG00000040747
HGNC:20782	ENSG00000275591	MGI:2442327	ENSMUSG00000039814
HGNC:5127	ENSG00000172789	MGI:96196	ENSMUSG00000022485
HGNC:16133	ENSG00000125875	MGI:1914481	ENSMUSG00000027465
HGNC:29254	ENSG00000197566	MGI:3809197	ENSMUSG00000094622
HGNC:4830	ENSG00000213931	MGI:96024	ENSMUSG00000052217
HGNC:11986	ENSG00000198900	MGI:98788	ENSMUSG00000070544
HGNC:24835	ENSG00000169258	MGI:1349455	ENSMUSG00000069227
HGNC:2731	ENSG00000162733	MGI:1345277	ENSMUSG00000026674
HGNC:17157	ENSG00000038358	MGI:2446249	ENSMUSG00000036270
HGNC:16052	ENSG00000167685	MGI:1923365	ENSMUSG00000044876
HGNC:7836	ENSG00000119919	MGI:97348	ENSMUSG00000044220
HGNC:2172	ENSG00000184144	MGI:104518	ENSMUSG00000053024
HGNC:11243	ENSG00000106723	MGI:109242	ENSMUSG00000021395
HGNC:10888	ENSG00000170577	MGI:102778	ENSMUSG00000024134
HGNC:15815	ENSG00000067248	MGI:2145374	ENSMUSG00000042426
HGNC:6858	ENSG00000142733	MGI:1855691	ENSMUSG00000028862
HGNC:445	ENSG00000107290	MGI:2443480	ENSMUSG00000043535
HGNC:8242	ENSG00000168158	MGI:106182	ENSMUSG00000059043
HGNC:11776	ENSG00000177426	MGI:1194497	ENSMUSG00000047407
HGNC:17052	ENSG00000138674	MGI:1916412	ENSMUSG00000035325
HGNC:18290	ENSG00000111726	MGI:1337124	ENSMUSG00000030282
HGNC:25980	ENSG00000104907	MGI:1289155	ENSMUSG00000001909
HGNC:29598	ENSG00000133315	MGI:2147583	ENSMUSG00000036278
HGNC:32429	ENSG00000181323	MGI:1921538	ENSMUSG00000041165
HGNC:15108	ENSG00000168828	MGI:1860080	ENSMUSG00000046450
HGNC:15299	ENSG00000187612	MGI:3030985	ENSMUSG00000047039
HGNC:27901	ENSG00000204237	MGI:1913681	ENSMUSG00000039670
HGNC:13312	ENSG00000148834	MGI:1342273	ENSMUSG00000025068
HGNC:17304	ENSG00000135801	MGI:1919039	ENSMUSG00000038697
HGNC:24865	ENSG00000119927	MGI:109162	ENSMUSG00000024978
HGNC:21531	ENSG00000131386	MGI:1926004	ENSMUSG00000021903
HGNC:5997	ENSG00000189108	MGI:1913106	ENSMUSG00000059203
HGNC:20039	ENSG00000112186	MGI:1914502	ENSMUSG00000021373
HGNC:5106	ENSG00000106004	MGI:96177	ENSMUSG00000038253
HGNC:26196	ENSG00000138111	MGI:1922396	ENSMUSG00000025227
HGNC:11655	ENSG00000120438	MGI:98535	ENSMUSG00000068039
HGNC:18801	ENSG00000143442	MGI:2442117	ENSMUSG00000038902
HGNC:8011	ENSG00000108797	MGI:1858201	ENSMUSG00000017167
HGNC:3685	ENSG00000140285	MGI:95521	ENSMUSG00000027208
HGNC:6922	ENSG00000165471	MGI:96924	ENSMUSG00000024863
HGNC:12555	ENSG00000174607	MGI:109522	ENSMUSG00000032854
HGNC:3232	ENSG00000162591	MGI:1919351	ENSMUSG00000057751
HGNC:29632	ENSG00000160472	MGI:1925302	ENSMUSG00000013091
HGNC:12032	ENSG00000127191	MGI:101835	ENSMUSG00000026942
HGNC:15971	ENSG00000074319	MGI:106581	ENSMUSG00000014402
HGNC:5104	ENSG00000105997	MGI:96175	ENSMUSG00000079560
HGNC:25953	ENSG00000137871	MGI:2384583	ENSMUSG00000038535
HGNC:10919	ENSG00000132874	MGI:1351653	ENSMUSG00000024552
HGNC:14004	ENSG00000134343	MGI:3613666	ENSMUSG00000074968
HGNC:10426	ENSG00000083845	MGI:1097682	ENSMUSG00000012848
HGNC:5359	ENSG00000167862	MGI:1915822	ENSMUSG00000018858
HGNC:29086	ENSG00000174799	MGI:2681869	ENSMUSG00000036403
HGNC:20872	ENSG00000155115	MGI:1914621	ENSMUSG00000019837
HGNC:9949	ENSG00000160957	MGI:1931028	ENSMUSG00000033762
HGNC:28071	ENSG00000196466	MGI:2443934	ENSMUSG00000095253
HGNC:28837	ENSG00000160055	MGI:1924049	ENSMUSG00000028797
HGNC:23713	ENSG00000162714	MGI:2679270	ENSMUSG00000020472
HGNC:18653	ENSG00000172578	MGI:2686922	ENSMUSG00000043008
HGNC:4788	ENSG00000158406	MGI:2448439	ENSMUSG00000064288
HGNC:11250	ENSG00000054796	MGI:1349669	ENSMUSG00000005883
HGNC:12480	ENSG00000184182	MGI:1915171	ENSMUSG00000034343
HGNC:28029	ENSG00000147724	MGI:1917613	ENSMUSG00000036800
HGNC:20582	ENSG00000155016	MGI:1918769	ENSMUSG00000027983
HGNC:27019	ENSG00000188558	MGI:3031217	ENSMUSG00000107417
HGNC:8605	ENSG00000227345	MGI:1347094	ENSMUSG00000021911
HGNC:26762	ENSG00000179071	MGI:1917304	ENSMUSG00000044362
HGNC:25618	ENSG00000154274	MGI:1923511	ENSMUSG00000060512
HGNC:10600	ENSG00000168447	MGI:104696	ENSMUSG00000030873
HGNC:24142	ENSG00000162604	MGI:2137022	ENSMUSG00000028563
HGNC:17432	ENSG00000134216	MGI:1932052	ENSMUSG00000062778
HGNC:20920	ENSG00000188921	MGI:1914025	ENSMUSG00000028497
HGNC:8712	ENSG00000276547	MGI:1935196	ENSMUSG00000103749
HGNC:2362	ENSG00000167193	MGI:88508	ENSMUSG00000017776
HGNC:2578	ENSG00000165168	MGI:88574	ENSMUSG00000015340
HGNC:16078	ENSG00000015592	MGI:1931224	ENSMUSG00000022044
HGNC:1476	ENSG00000014216	MGI:88263	ENSMUSG00000024942
HGNC:6088	ENSG00000172410	MGI:1346085	ENSMUSG00000066090
HGNC:1604	ENSG00000183625	MGI:104616	ENSMUSG00000035448
HGNC:1359	ENSG00000120160	MGI:1915003	ENSMUSG00000028575
HGNC:11837	ENSG00000196781	MGI:104636	ENSMUSG00000008305
HGNC:17151	ENSG00000091651	MGI:1929285	ENSMUSG00000031697
HGNC:19235	ENSG00000275700	MGI:1929608	ENSMUSG00000018697
HGNC:4091	ENSG00000111886	MGI:95626	ENSMUSG00000023267
HGNC:8760	ENSG00000188389	MGI:104879	ENSMUSG00000026285
HGNC:19612	ENSG00000174957	MGI:3030886	ENSMUSG00000047149
HGNC:30862	ENSG00000127540	MGI:1913844	ENSMUSG00000020163
HGNC:11990	ENSG00000077097	MGI:98791	ENSMUSG00000017485
HGNC:1738	ENSG00000198752	MGI:2136459	ENSMUSG00000021279
HGNC:13717	ENSG00000112796	MGI:1933830	ENSMUSG00000023960
HGNC:9950	ENSG00000108469	MGI:2156841	ENSMUSG00000020752
HGNC:8078	ENSG00000182379	MGI:1336197	ENSMUSG00000040258
HGNC:6150	ENSG00000138448	MGI:96608	ENSMUSG00000027087
HGNC:24058	ENSG00000130307	MGI:1922920	ENSMUSG00000034911
HGNC:8896	ENSG00000102144	MGI:97555	ENSMUSG00000062070
HGNC:18118	ENSG00000048649	MGI:2682305	ENSMUSG00000035623
HGNC:19857	ENSG00000165898	MGI:1921566	ENSMUSG00000021241
HGNC:10777	ENSG00000145423	MGI:108078	ENSMUSG00000027996
HGNC:4204	ENSG00000111846	MGI:1100870	ENSMUSG00000021360
HGNC:21285	ENSG00000143199	MGI:2660854	ENSMUSG00000026567
HGNC:28850	ENSG00000182704	MGI:2443855	ENSMUSG00000049580
HGNC:29100	ENSG00000052749	MGI:2147437	ENSMUSG00000035049
HGNC:15581	ENSG00000008197	MGI:2153466	ENSMUSG00000042596
HGNC:4558	ENSG00000198704	MGI:1922762	ENSMUSG00000004341
HGNC:17211	ENSG00000140829	MGI:1927617	ENSMUSG00000037993
HGNC:4756	ENSG00000278588	MGI:1915274	ENSMUSG00000018102
HGNC:9988	ENSG00000133111	MGI:2180854	ENSMUSG00000036615
HGNC:17558	ENSG00000168806	MGI:1353659	ENSMUSG00000074890
HGNC:3758	ENSG00000132589	MGI:103309	ENSMUSG00000061981
HGNC:14634	ENSG00000106244	MGI:2448536	ENSMUSG00000029623
HGNC:25668	ENSG00000162373	MGI:1914871	ENSMUSG00000028545
HGNC:28429	ENSG00000170464	MGI:1923844	ENSMUSG00000024350
HGNC:20267	ENSG00000133985	MGI:1916730	ENSMUSG00000042734
HGNC:19196	ENSG00000164651	MGI:2443471	ENSMUSG00000048562
HGNC:2538	ENSG00000136943	MGI:88564	ENSMUSG00000021477
HGNC:23158	ENSG00000189266	MGI:106512	ENSMUSG00000028675
HGNC:15698	ENSG00000160714	MGI:1917343	ENSMUSG00000042572
HGNC:33826	ENSG00000213563	MGI:1925941	ENSMUSG00000116138
HGNC:16986	ENSG00000169223	MGI:1914140	ENSMUSG00000021484
HGNC:6831	ENSG00000109323	MGI:88175	ENSMUSG00000028164
HGNC:16378	ENSG00000155719	MGI:2149209	ENSMUSG00000034990
HGNC:34494	ENSG00000256806	MGI:1922554	ENSMUSG00000053574
HGNC:28514	ENSG00000154240	MGI:1923673	ENSMUSG00000020728
HGNC:25636	ENSG00000140563	MGI:2685335	ENSMUSG00000032776
HGNC:23807	ENSG00000066654	MGI:2444479	ENSMUSG00000030942
HGNC:11920	ENSG00000026103	MGI:95484	ENSMUSG00000024778
HGNC:16935	ENSG00000197548	MGI:1921494	ENSMUSG00000030314
HGNC:8765	ENSG00000249915	MGI:109283	ENSMUSG00000021576
HGNC:44152	ENSG00000260001	MGI:3833469	ENSMUSG00000089736
HGNC:14085	ENSG00000115310	MGI:1915835	ENSMUSG00000020458
HGNC:4429	ENSG00000173230	MGI:1099447	ENSMUSG00000034243
HGNC:8826	ENSG00000198300	MGI:104748	ENSMUSG00000002265
HGNC:443	ENSG00000003393	MGI:1921268	ENSMUSG00000026024
HGNC:195	ENSG00000151694	MGI:1096335	ENSMUSG00000052593
HGNC:30692	ENSG00000197147	MGI:2141353	ENSMUSG00000070639
HGNC:417	ENSG00000136872	MGI:87995	ENSMUSG00000028307
HGNC:3087	ENSG00000161202	MGI:108100	ENSMUSG00000003233
HGNC:24563	ENSG00000105058	MGI:1915172	ENSMUSG00000003039
HGNC:8699	ENSG00000253159	MGI:1935229	ENSMUSG00000102428
HGNC:24351	ENSG00000070047	MGI:2141847	ENSMUSG00000038611
HGNC:13371	ENSG00000110079	MGI:3643932	ENSMUSG00000101389
HGNC:27363	ENSG00000180347	MGI:2685304	ENSMUSG00000037973
HGNC:21357	ENSG00000168143	MGI:2685362	ENSMUSG00000032358
HGNC:24353	ENSG00000168802	MGI:2443370	ENSMUSG00000046691
HGNC:2186	ENSG00000060718	MGI:88446	ENSMUSG00000027966
HGNC:20088	ENSG00000257008	MGI:2668437	ENSMUSG00000034677
HGNC:10913	ENSG00000124067	MGI:1309465	ENSMUSG00000017765
HGNC:34492	ENSG00000275489	MGI:1919465	ENSMUSG00000018543
HGNC:4588	ENSG00000105464	MGI:95823	ENSMUSG00000002771
HGNC:683	ENSG00000163947	MGI:1918954	ENSMUSG00000021895
HGNC:10067	ENSG00000063978	MGI:1201691	ENSMUSG00000029110
HGNC:4324	ENSG00000112164	MGI:99571	ENSMUSG00000024027
HGNC:12928	ENSG00000166478	MGI:1277969	ENSMUSG00000061079
HGNC:11962	ENSG00000182095	MGI:3648294	ENSMUSG00000039477
HGNC:19426	ENSG00000196497	MGI:1923001	ENSMUSG00000002319
HGNC:26714	ENSG00000157510	MGI:2147199	ENSMUSG00000033032
HGNC:18157	ENSG00000100324	MGI:1913763	ENSMUSG00000022414
HGNC:4401	ENSG00000069966	MGI:101848	ENSMUSG00000032192
HGNC:2535	ENSG00000103811	MGI:107285	ENSMUSG00000032359
HGNC:15550	ENSG00000054267	MGI:2137512	ENSMUSG00000039219
HGNC:23734	ENSG00000168267	MGI:1328312	ENSMUSG00000026735
HGNC:19918	ENSG00000164976	MGI:2140300	ENSMUSG00000046312
HGNC:13517	ENSG00000112782	MGI:1917912	ENSMUSG00000023959
HGNC:6619	ENSG00000166035	MGI:96216	ENSMUSG00000032207
HGNC:18439	ENSG00000163701	MGI:1889371	ENSMUSG00000043088
HGNC:633	ENSG00000240583	MGI:103201	ENSMUSG00000004655
HGNC:6881	ENSG00000107643	MGI:1346861	ENSMUSG00000021936
HGNC:18695	ENSG00000147488	MGI:2446700	ENSMUSG00000033740
HGNC:16746	ENSG00000139793	MGI:2145597	ENSMUSG00000022139
HGNC:3403	ENSG00000111450	MGI:108059	ENSMUSG00000029428
HGNC:3250	ENSG00000173674	MGI:95298	ENSMUSG00000057561
HGNC:26269	ENSG00000137842	MGI:2139461	ENSMUSG00000054484
HGNC:24430	ENSG00000185069	MGI:1924305	ENSMUSG00000075402
HGNC:2696	ENSG00000136279	MGI:700006	ENSMUSG00000020476
HGNC:26145	ENSG00000118961	MGI:1916082	ENSMUSG00000037669
HGNC:29253	ENSG00000048342	MGI:1924487	ENSMUSG00000039765
HGNC:8059	ENSG00000137497	MGI:2443665	ENSMUSG00000066306
HGNC:12422	ENSG00000143367	MGI:109572	ENSMUSG00000005968
HGNC:17257	ENSG00000124664	MGI:1353422	ENSMUSG00000024215
HGNC:25773	ENSG00000092470	MGI:1926186	ENSMUSG00000027242
HGNC:162	ENSG00000148156	MGI:1343053	ENSMUSG00000070980
HGNC:28100	ENSG00000169446	MGI:2384305	ENSMUSG00000061273
HGNC:2555	ENSG00000158290	MGI:1919834	ENSMUSG00000031095
HGNC:11152	ENSG00000131876	MGI:1916231	ENSMUSG00000030512
HGNC:348	ENSG00000106546	MGI:105043	ENSMUSG00000019256
HGNC:1004	ENSG00000110987	MGI:1924295	ENSMUSG00000029438
HGNC:7975	ENSG00000175745	MGI:1352451	ENSMUSG00000069171
HGNC:25845	ENSG00000110583	MGI:1918249	ENSMUSG00000024764
HGNC:18636	ENSG00000121446	MGI:2685048	ENSMUSG00000042641
HGNC:11041	ENSG00000138074	MGI:2660847	ENSMUSG00000006641
HGNC:4068	ENSG00000139112	MGI:1914980	ENSMUSG00000030161
HGNC:259	ENSG00000148926	MGI:108058	ENSMUSG00000030790
HGNC:30493	ENSG00000156232	MGI:2142282	ENSMUSG00000045795
