chr10_1004;chr19_957
chr3_3144;chr6_3649
chr3_3149;chr9_3046
chr3_3155;chr9_4530
chr3_3156;chr9_2468
chr3_3160;chr9_1328
chr3_3161;chr9_1326
chr3_3164;chr9_1311
chr3_3166;chr9_1307
chr3_3167;chr9_1315
chr3_3169;chr9_1299
chr3_3170;chr9_1299
chr3_3171;chr9_3022
chr3_3173;chr9_1298
chr3_3174;chr9_2287
chr3_3179;chr9_3017
chr3_3180;chr9_3017
chr3_3184;chr9_1271
chr3_3185;chr9_1264
chr3_3186;chr9_1262
chr3_318;chr9_1637
chr3_3192;chr9_1250
chr3_3192;chr9_4748
chr3_3197;chr9_1977
chr3_3198;chr9_1246
chr3_3199;chr9_4215
chr3_319;chr9_1632
chr3_3203;chr9_1972
chr3_3210;chr9_1232
chr3_3219;chr9_1218
chr3_321;chr9_3407
chr3_3223;chr3_4177
chr3_3226;chr3_410
chr3_3241;chr3_3790
chr3_3243;chr3_4284
chr3_3247;chr3_463
chr3_324;chr9_5200
chr3_3257;chr3_3792
chr3_325;chr9_2307
chr3_3261;chr3_482
chr3_3264;chr3_501
chr3_3265;chr3_502
chr3_3269;chr3_506
chr3_326;chr9_4289
chr3_326;chr9_4292
chr3_3270;chr3_3478
chr3_3272;chr3_525
chr3_3275;chr3_500
chr3_3279;chr3_2806
chr3_3282;chr3_2470
chr3_3284;chr3_1757
chr3_3288;chr3_2472
chr3_3290;chr3_2473
chr3_3298;chr3_2262
chr3_329;chr9_3377
chr3_32;chr16_1598
chr3_3306;chr3_145
chr3_3307;chr3_3746
chr3_330;chr9_3379
chr3_3322;chr3_108
chr3_332;chr9_1503
chr3_3330;chr3_101
chr3_3332;chr3_1972
chr3_3335;chr3_3034
chr3_3337;chr3_3410
chr3_3346;chr3_91
chr3_336;chr9_1481
chr3_3373;chr3_184
chr3_3379;chr16_2237
chr3_337;chr9_1477
chr3_337;chr9_1478
chr3_3387;chr16_303
chr3_3390;chr16_1938
chr3_3391;chr16_2378
chr3_3394;chr16_356
chr3_3395;chr16_3106
chr3_3396;chr16_347
chr3_3397;chr16_347
chr3_3399;chr16_1949
chr3_339;chr9_2037
chr3_339;chr9_2038
chr3_3401;chr16_2385
chr3_3402;chr16_2385
chr3_3403;chr16_1569
chr3_3403;chr16_1760
chr3_3406;chr16_373
chr3_3408;chr16_384
chr3_3409;chr16_1411
chr3_3413;chr16_378
chr3_3420;chr16_424
chr3_3421;chr16_454
chr3_3424;chr16_492
chr3_342;chr9_3111
chr3_3430;chr16_501
chr3_3431;chr16_503
chr3_3435;chr16_529
chr3_3441;chr16_521
chr3_3442;chr16_537
chr3_3445;chr16_541
chr3_3446;chr16_542
chr3_3449;chr16_543
chr3_344;chr9_1462
chr3_345;chr9_1453
chr3_3460;chr16_552
chr3_3465;chr16_567
chr3_3468;chr16_526
chr3_3470;chr16_559
chr3_3470;chr16_560
chr3_3474;chr16_554
chr3_3478;chr16_528
chr3_3479;chr16_531
chr3_347;chr9_1459
chr3_3487;chr16_578
chr3_3488;chr16_578
chr3_3491;chr16_580
chr3_3496;chr16_1967
chr3_349;chr9_1455
chr3_3509;chr13_862
chr3_350;chr9_1447
chr3_3512;chr16_688
chr3_3512;chr16_689
chr3_3514;chr16_3138
chr3_3515;chr16_3574
chr3_3517;chr16_659
chr3_351;chr9_1438
chr3_3520;chr16_1421
chr3_3524;chr13_862
chr3_3526;chr16_695
chr3_3531;chr6_2807
chr3_3532;chr6_2807
chr3_3536;chr14_300
chr3_3537;chr17_2504
chr3_353;chr9_1419
chr3_3540;chr17_2066
chr3_3540;chr17_2067
chr3_354;chr9_1422
chr3_3555;chr9_4680
chr3_3557;chr9_4679
chr3_3559;chr9_3895
chr3_3563;chr9_5470
chr3_3572;chr14_3726
chr3_3573;chr14_3132
chr3_3575;chr14_1318
chr3_3579;chr6_2794
chr3_357;chr9_1421
chr3_3590;chr6_3651
chr3_3592;chr6_1723
chr3_3593;chr6_3435
chr3_3602;chr16_401
chr3_3607;chr2_237
chr3_3607;chr2_238
chr3_3609;chr9_3091
chr3_3609;chr9_3092
chr3_360;chr9_1423
chr3_360;chr9_3368
chr3_3611;chr9_1490
chr3_361;chr9_1405
chr3_3625;chr16_1831
chr3_3628;chr6_1711
chr3_362;chr9_1413
chr3_3632;chr9_2502
chr3_3634;chr9_3945
chr3_363;chr9_1397
chr3_3640;chr14_1557
chr3_3641;chr14_1786
chr3_3648;chr16_1624
chr3_3653;chr3_2476
chr3_3655;chr3_178
chr3_3657;chr16_1770
chr3_3667;chr6_1720
chr3_366;chr9_1394
chr3_3670;chr9_2347
chr3_3670;chr9_3141
chr3_3672;chr6_3366
chr3_3679;chr6_5502
chr3_3685;chr6_5510
chr3_3688;chr6_3407
chr3_3693;chr6_3366
chr3_369;chr9_1385
chr3_36;chr6_1669
chr3_370;chr9_1373
chr3_3710;chr14_3907
chr3_3712;chr9_2346
chr3_3715;chr9_2072
chr3_3719;chr9_5436
chr3_371;chr9_3052
chr3_3720;chr9_3138
chr3_3723;chr9_3387
chr3_372;chr9_4268
chr3_373;chr9_3497
chr3_3745;chr9_2313
chr3_374;chr12_1852
chr3_374;chr17_2487
chr3_3759;chr14_280
chr3_376;chr14_1802
chr3_376;chr14_1803
chr3_377;chr14_282
chr3_3782;chr6_2500
chr3_3789;chr6_3664
chr3_3798;chr16_2680
chr3_380;chr14_3727
chr3_3818;chr16_3200
chr3_381;chr14_3728
chr3_383;chr14_261
chr3_3844;chr16_2008
chr3_3849;chr6_4067
chr3_3851;chr9_5468
chr3_385;chr14_246
chr3_3860;chr9_1347
chr3_387;chr14_1529
chr3_3885;chr9_2590
chr3_3885;chr9_5121
chr3_3886;chr9_1967
chr3_3887;chr9_3000
chr3_3887;chr9_3001
chr3_3897;chr3_1752
chr3_3898;chr3_544
chr3_3898;chr3_546
chr3_390;chr14_3902
chr3_3912;chr3_2424
chr3_3927;chr3_4619
chr3_392;chr14_41
chr3_3939;chr9_3338
chr3_3944;chr16_2932
chr3_3945;chr16_3290
chr3_3952;chr16_3120
chr3_3953;chr16_1962
chr3_3959;chr16_2667
chr3_3964;chr6_4142
chr3_3967;chr17_3120
chr3_3968;chr14_2678
chr3_396;chr6_1507
chr3_3970;chr9_1575
chr3_3975;chr9_1555
chr3_3975;chr9_2342
chr3_3977;chr9_2340
chr3_397;chr16_1043
chr3_3981;chr9_1524
chr3_3982;chr9_2054
chr3_3983;chr9_1584
chr3_3984;chr9_3942
chr3_3998;chr16_840
chr3_399;chr16_965
chr3_39;chr6_1230
chr3_4002;chr9_2018
chr3_4006;chr9_1973
chr3_4008;chr9_1222
chr3_4013;chr3_499
chr3_4015;chr3_491
chr3_4022;chr3_3057
chr3_4023;chr16_398
chr3_4025;chr16_354
chr3_4025;chr16_355
chr3_4025;chr16_356
chr3_4026;chr16_348
chr3_4032;chr6_1617
chr3_4033;chr6_1656
chr3_4035;chr6_1695
chr3_4038;chr6_1696
chr3_4041;chr6_1706
chr3_4044;chr6_1710
chr3_4051;chr14_1133
chr3_4057;chr9_4322
chr3_4059;chr9_4322
chr3_405;chr16_1462
chr3_4062;chr9_3410
chr3_4065;chr9_5195
chr3_4074;chr14_2660
chr3_4079;chr14_2670
chr3_4083;chr6_1326
chr3_4086;chr6_1377
chr3_4087;chr6_1370
chr3_4088;chr6_1368
chr3_4089;chr6_1502
chr3_4091;chr6_1518
chr3_4098;chr16_3467
chr3_40;chr14_295
chr3_4104;chr16_2841
chr3_4109;chr16_823
chr3_4111;chr16_819
chr3_4113;chr16_1437
chr3_4114;chr16_3577
chr3_4115;chr16_771
chr3_4116;chr16_771
chr3_4120;chr6_3358
chr3_4121;chr6_1222
chr3_4135;chr9_1337
chr3_4136;chr9_1289
chr3_4136;chr9_3347
chr3_4137;chr9_3347
chr3_4139;chr9_1289
chr3_4141;chr9_1290
chr3_4141;chr9_1294
chr3_4143;chr9_1265
chr3_4143;chr9_1267
chr3_4144;chr9_1230
chr3_4151;chr3_477
chr3_4152;chr3_490
chr3_4153;chr3_505
chr3_4154;chr3_3484
chr3_4156;chr3_540
chr3_4159;chr3_539
chr3_4160;chr3_3049
chr3_4161;chr3_131
chr3_4162;chr3_119
chr3_4164;chr3_103
chr3_4166;chr3_121
chr3_4167;chr3_3038
chr3_4178;chr16_3569
chr3_4180;chr16_1404
chr3_4181;chr16_2614
chr3_4183;chr16_1521
chr3_4184;chr16_500
chr3_4195;chr16_1983
chr3_4197;chr6_4143
chr3_4198;chr6_1698
chr3_419;chr16_836
chr3_41;chr14_295
chr3_4205;chr9_4564
chr3_4209;chr9_5743
chr3_4212;chr9_3376
chr3_4213;chr9_3893
chr3_4217;chr9_4660
chr3_4218;chr9_3088
chr3_4222;chr14_1799
chr3_4224;chr14_1800
chr3_4227;chr16_2464
chr3_4234;chr6_1163
chr3_4236;chr6_1139
chr3_4237;chr6_1732
chr3_4249;chr6_1560
chr3_4251;chr6_5033
chr3_4254;chr6_1578
chr3_4256;chr6_4135
chr3_425;chr16_808
chr3_4266;chr6_1702
chr3_4268;chr6_2833
chr3_4271;chr6_1703
chr3_4281;chr6_4767
chr3_4284;chr6_1276
chr3_4287;chr6_1266
chr3_4289;chr6_1298
chr3_4291;chr6_3374
chr3_4292;chr6_4094
chr3_4294;chr6_3374
chr3_4295;chr14_297
chr3_4298;chr14_305
chr3_4299;chr17_1861
chr3_4302;chr17_1021
chr3_4303;chr17_4087
chr3_430;chr16_785
chr3_4311;chr14_49
chr3_4315;chr9_4557
chr3_4316;chr9_4318
chr3_4331;chr9_2511
chr3_4335;chr9_5599
chr3_4336;chr9_2510
chr3_4338;chr9_3940
chr3_433;chr6_1184
chr3_4346;chr9_3158
chr3_434;chr6_1170
chr3_4354;chr9_2103
chr3_4359;chr9_1514
chr3_4364;chr9_1493
chr3_4366;chr9_2304
chr3_4367;chr9_2030
chr3_4368;chr9_3366
chr3_4369;chr9_1384
chr3_437;chr6_1145
chr3_4384;chr14_2988
chr3_4390;chr14_2379
chr3_4397;chr14_2663
chr3_439;chr6_1158
chr3_4408;chr6_3662
chr3_440;chr6_1742
chr3_4410;chr6_2504
chr3_4418;chr6_5026
chr3_4419;chr6_5857
chr3_441;chr6_1741
chr3_4425;chr6_5273
chr3_4430;chr16_1470
chr3_4431;chr16_3339
chr3_4434;chr16_1022
chr3_4438;chr16_1667
chr3_4446;chr16_1660
chr3_4447;chr16_3336
chr3_4451;chr16_939
chr3_4453;chr16_3183
chr3_4458;chr16_1642
chr3_445;chr9_1362
chr3_4465;chr16_1460
chr3_4466;chr16_1458
chr3_4467;chr16_1460
chr3_4468;chr16_882
chr3_4471;chr16_841
chr3_4473;chr16_2443
chr3_4474;chr16_2443
chr3_4477;chr16_827
chr3_4477;chr16_828
chr3_4479;chr16_749
chr3_447;chr9_1357
chr3_4480;chr16_1432
chr3_4486;chr16_735
chr3_4488;chr16_743
chr3_4489;chr16_743
chr3_4490;chr16_730
chr3_4495;chr16_2417
chr3_4498;chr6_4071
chr3_449;chr9_2474
chr3_4500;chr6_1202
chr3_4502;chr6_1188
chr3_4504;chr6_1179
chr3_450;chr9_2474
chr3_4511;chr6_3833
chr3_4513;chr6_5291
chr3_4517;chr9_4755
chr3_4518;chr9_2003
chr3_4519;chr9_4527
chr3_451;chr9_2472
chr3_4520;chr9_3028
chr3_4522;chr9_5566
chr3_4536;chr9_2282
chr3_4538;chr9_1981
chr3_4542;chr9_4637
chr3_4549;chr3_3465
chr3_454;chr9_1344
chr3_4555;chr3_3462
chr3_455;chr9_1295
chr3_4570;chr3_1750
chr3_4573;chr3_1751
chr3_4574;chr3_4848
chr3_4575;chr3_4848
chr3_457;chr9_5568
chr3_4580;chr3_3131
chr3_4588;chr3_3050
chr3_459;chr9_3344
chr3_45;chr17_1859
chr3_4603;chr3_2762
chr3_4605;chr3_1691
chr3_4610;chr16_311
chr3_4611;chr16_2808
chr3_4612;chr16_2610
chr3_4619;chr16_486
chr3_4620;chr16_484
chr3_4623;chr16_1591
chr3_4628;chr16_1968
chr3_4630;chr16_588
chr3_4632;chr16_2652
chr3_464;chr3_413
chr3_468;chr3_2022
chr3_468;chr3_2023
chr3_469;chr3_450
chr3_470;chr3_479
chr3_471;chr3_491
chr3_472;chr3_529
chr3_473;chr3_2804
chr3_474;chr3_557
chr3_476;chr3_568
chr3_479;chr3_144
chr3_481;chr3_173
chr3_481;chr3_176
chr3_482;chr3_174
chr3_484;chr3_177
chr3_485;chr3_181
chr3_486;chr16_314
chr3_487;chr16_313
chr3_488;chr16_310
chr3_489;chr16_383
chr3_490;chr16_400
chr3_493;chr16_427
chr3_494;chr16_576
chr3_496;chr16_594
chr3_498;chr16_610
chr3_499;chr16_2251
chr3_49;chr17_2888
chr3_501;chr16_1987
chr3_509;chr6_1614
chr3_512;chr6_1619
chr3_513;chr6_1621
chr3_514;chr6_3412
chr3_515;chr6_1626
chr3_515;chr6_1627
chr3_516;chr6_3054
chr3_517;chr6_3408
chr3_517;chr6_3409
chr3_518;chr6_2651
chr3_519;chr6_3686
chr3_51;chr17_1655
chr3_520;chr6_1623
chr3_521;chr6_5816
chr3_522;chr6_1719
chr3_524;chr14_1735
chr3_528;chr9_4301
chr3_52;chr17_2065
chr3_536;chr9_2075
chr3_539;chr9_3150
chr3_544;chr9_2106
chr3_549;chr9_3126
chr3_552;chr9_2043
chr3_553;chr9_3889
chr3_555;chr9_1491
chr3_559;chr9_5188
chr3_55;chr17_1020
chr3_560;chr9_1457
chr3_562;chr9_3107
chr3_564;chr9_3105
chr3_565;chr9_5191
chr3_568;chr9_1444
chr3_569;chr9_4276
chr3_569;chr9_4277
chr3_56;chr17_1018
chr3_570;chr9_1443
chr3_571;chr9_3094
chr3_571;chr9_3101
chr3_573;chr9_3073
chr3_574;chr9_3362
chr3_576;chr9_1377
chr3_578;chr9_1369
chr3_579;chr9_3051
chr3_57;chr9_1579
chr3_580;chr9_3053
chr3_585;chr14_3326
chr3_589;chr14_1363
chr3_595;chr14_2656
chr3_597;chr14_2655
chr3_599;chr14_20
chr3_600;chr14_35
chr3_600;chr14_36
chr3_601;chr6_1417
chr3_602;chr6_1418
chr3_611;chr16_950
chr3_613;chr16_932
chr3_61;chr9_1537
chr3_620;chr16_811
chr3_624;chr16_723
chr3_627;chr6_4931
chr3_628;chr6_1181
chr3_629;chr6_4929
chr3_62;chr9_1536
chr3_630;chr6_1163
chr3_630;chr6_3653
chr3_631;chr6_5010
chr3_633;chr6_1146
chr3_634;chr6_3708
chr3_635;chr6_3057
chr3_636;chr6_2569
chr3_637;chr6_4159
chr3_639;chr9_5576
chr3_641;chr9_1352
chr3_641;chr9_1353
chr3_645;chr9_1976
chr3_648;chr3_417
chr3_64;chr9_2606
chr3_672;chr16_326
chr3_677;chr16_399
chr3_678;chr16_398
chr3_682;chr16_692
chr3_685;chr16_1422
chr3_687;chr6_3386
chr3_691;chr6_1557
chr3_692;chr6_1558
chr3_693;chr6_1574
chr3_694;chr6_1573
chr3_697;chr6_1585
chr3_698;chr6_1595
chr3_6;chr9_4324
chr3_700;chr6_4524
chr3_702;chr6_3832
chr3_703;chr6_1628
chr3_705;chr6_1629
chr3_706;chr6_1633
chr3_711;chr6_5516
chr3_712;chr6_1683
chr3_713;chr6_1645
chr3_714;chr6_1645
chr3_714;chr6_1647
chr3_716;chr6_1644
chr3_718;chr6_4150
chr3_719;chr6_4151
chr3_71;chr9_4778
chr3_721;chr6_3426
chr3_722;chr6_1664
chr3_726;chr6_1678
chr3_728;chr6_1716
chr3_729;chr6_1699
chr3_729;chr6_1700
chr3_72;chr9_3202
chr3_733;chr6_4939
chr3_735;chr6_1710
chr3_739;chr6_4081
chr3_742;chr6_5252
chr3_743;chr6_2790
chr3_748;chr6_1303
chr3_74;chr9_5250
chr3_752;chr14_290
chr3_755;chr14_298
chr3_761;chr14_3136
chr3_763;chr14_1134
chr3_766;chr17_1015
chr3_769;chr14_1737
chr3_775;chr14_56
chr3_77;chr9_1682
chr3_781;chr14_45
chr3_782;chr9_3137
chr3_783;chr9_1571
chr3_786;chr9_1551
chr3_787;chr9_1548
chr3_788;chr9_2343
chr3_789;chr9_3912
chr3_790;chr9_4314
chr3_793;chr9_4307
chr3_794;chr9_3393
chr3_797;chr9_2059
chr3_800;chr9_3385
chr3_802;chr9_2074
chr3_803;chr9_3145
chr3_805;chr9_4327
chr3_806;chr9_3921
chr3_808;chr9_1594
chr3_810;chr9_3927
chr3_814;chr9_1600
chr3_815;chr9_2350
chr3_816;chr9_1609
chr3_819;chr9_4344
chr3_825;chr9_3161
chr3_826;chr9_3158
chr3_831;chr9_1631
chr3_833;chr9_1648
chr3_834;chr9_2098
chr3_834;chr9_2099
chr3_835;chr9_2521
chr3_835;chr9_3169
chr3_838;chr9_3514
chr3_839;chr9_2618
chr3_83;chr14_3792
chr3_840;chr9_1654
chr3_846;chr9_2104
chr3_851;chr9_3172
chr3_859;chr9_2115
chr3_85;chr14_3001
chr3_863;chr9_2363
chr3_866;chr9_2048
chr3_867;chr9_4666
chr3_868;chr9_1519
chr3_869;chr9_2308
chr3_870;chr9_4666
chr3_873;chr9_1504
chr3_874;chr9_2041
chr3_875;chr9_1499
chr3_877;chr9_2037
chr3_878;chr9_1496
chr3_880;chr9_1494
chr3_882;chr9_3116
chr3_883;chr9_4282
chr3_884;chr9_1495
chr3_886;chr9_1471
chr3_887;chr9_2036
chr3_887;chr9_3104
chr3_889;chr9_3369
chr3_88;chr14_1129
chr3_890;chr9_1452
chr3_895;chr9_1433
chr3_897;chr9_1430
chr3_898;chr9_3071
chr3_899;chr9_1426
chr3_8;chr9_1401
chr3_900;chr9_2600
chr3_901;chr9_1415
chr3_903;chr9_1379
chr3_905;chr9_3874
chr3_906;chr9_1379
chr3_906;chr9_1380
chr3_907;chr9_2023
chr3_90;chr14_1782
chr3_910;chr14_3727
chr3_911;chr14_1795
chr3_914;chr14_1797
chr3_916;chr14_2381
chr3_917;chr14_1774
chr3_918;chr14_1675
chr3_919;chr14_2099
chr3_919;chr14_237
chr3_91;chr14_3643
chr3_921;chr14_232
chr3_923;chr14_1347
chr3_928;chr14_2657
chr3_929;chr14_2934
chr3_92;chr14_259
chr3_931;chr14_16
chr3_932;chr14_1077
chr3_932;chr14_1078
chr3_933;chr14_1080
chr3_933;chr14_12
chr3_936;chr14_1716
chr3_93;chr14_1128
chr3_940;chr14_1087
chr3_945;chr6_1313
chr3_94;chr14_1784
chr3_950;chr6_4481
chr3_950;chr6_4771
chr3_952;chr6_1391
chr3_953;chr6_1372
chr3_957;chr6_4488
chr3_964;chr6_2512
chr3_967;chr6_2793
chr3_970;chr6_4117
chr3_971;chr6_4489
chr3_971;chr6_4492
chr3_972;chr6_2513
chr3_975;chr6_2517
chr3_976;chr6_1427
chr3_978;chr6_1428
chr3_980;chr6_3383
chr3_982;chr6_3383
chr3_987;chr6_1429
chr3_98;chr14_1125
chr3_990;chr6_3667
chr3_992;chr6_2518
chr3_993;chr6_1415
chr3_996;chr6_5265
chr3_999;chr6_1450
chr4_1008;chr3_249
chr4_100;chr5_709
chr4_1012;chr3_4238
chr4_1018;chr8_958
chr4_101;chr5_5411
chr4_101;chr5_5412
chr4_1028;chr3_3967
chr4_1029;chr3_3815
chr4_1029;chr3_3816
chr4_102;chr5_714
chr4_1042;chr8_2514
chr4_1042;chr8_2515
chr4_1048;chr8_4408
chr4_1055;chr8_4829
chr4_105;chr5_3746
chr4_1067;chr5_2898
chr4_1070;chr5_4222
chr4_1073;chr5_4044
chr4_1074;chr5_527
chr4_1075;chr5_3827
chr4_1079;chr5_712
chr4_1089;chr5_873
chr4_1090;chr5_873
chr4_1092;chr5_3862
chr4_1099;chr5_6282
chr4_109;chr5_826
chr4_10;chr5_654
chr4_1100;chr5_3890
chr4_1103;chr5_1064
chr4_1107;chr3_1507
chr4_1112;chr3_3957
chr4_1117;chr3_3765
chr4_1118;chr3_2242
chr4_111;chr5_4330
chr4_1120;chr3_4247
chr4_1122;chr3_3960
chr4_1126;chr8_696
chr4_1150;chr5_2605
chr4_1159;chr5_512
chr4_115;chr5_852
chr4_1161;chr5_3258
chr4_1163;chr5_659
chr4_1189;chr5_4345
chr4_118;chr5_875
chr4_1197;chr5_4368
chr4_119;chr5_3862
chr4_1200;chr2_7007
chr4_1201;chr5_2273
chr4_120;chr5_883
chr4_1218;chr3_4990
chr4_1221;chr3_3090
chr4_1224;chr8_4227
chr4_1225;chr8_4226
chr4_1226;chr8_2938
chr4_1226;chr8_4224
chr4_122;chr5_2683
chr4_1233;chr8_4226
chr4_1237;chr8_4227
chr4_123;chr5_3866
chr4_1248;chr3_4336
chr4_124;chr5_3867
chr4_1254;chr8_3409
chr4_1257;chr8_4043
chr4_1258;chr5_3898
chr4_125;chr5_4356
chr4_1265;chr5_527
chr4_1266;chr5_547
chr4_1268;chr5_2667
chr4_126;chr5_3307
chr4_1271;chr5_5283
chr4_1276;chr5_3331
chr4_1281;chr8_3087
chr4_1285;chr8_697
chr4_1286;chr8_693
chr4_1288;chr8_1834
chr4_128;chr5_951
chr4_1290;chr8_585
chr4_1292;chr8_571
chr4_1292;chr8_572
chr4_1309;chr5_6493
chr4_130;chr5_980
chr4_1315;chr5_4709
chr4_1318;chr5_641
chr4_1326;chr5_5418
chr4_132;chr5_996
chr4_1333;chr5_5725
chr4_1345;chr5_1007
chr4_1347;chr6_781
chr4_134;chr5_3888
chr4_1357;chr8_702
chr4_1358;chr3_3090
chr4_1359;chr8_980
chr4_135;chr5_5451
chr4_1363;chr8_3237
chr4_1363;chr8_3800
chr4_136;chr5_4372
chr4_1374;chr5_3364
chr4_1380;chr5_2162
chr4_1382;chr5_4214
chr4_138;chr5_1040
chr4_139;chr5_4869
chr4_1412;chr5_3217
chr4_1413;chr5_2184
chr4_1421;chr5_4235
chr4_1423;chr5_4235
chr4_1425;chr5_470
chr4_1426;chr5_3211
chr4_1429;chr5_454
chr4_142;chr5_1056
chr4_1434;chr5_455
chr4_1436;chr5_457
chr4_1441;chr5_502
chr4_1460;chr5_526
chr4_1463;chr5_5627
chr4_1468;chr5_565
chr4_1472;chr5_572
chr4_147;chr5_1059
chr4_1481;chr5_5085
chr4_1482;chr5_5085
chr4_1486;chr5_606
chr4_1489;chr5_5668
chr4_1490;chr5_4059
chr4_1491;chr5_632
chr4_1492;chr5_613
chr4_1499;chr5_645
chr4_1501;chr5_651
chr4_1502;chr5_4061
chr4_1507;chr5_4740
chr4_1508;chr5_2217
chr4_1509;chr5_2659
chr4_1510;chr5_4742
chr4_1518;chr5_695
chr4_151;chr5_1084
chr4_1522;chr5_700
chr4_1523;chr5_700
chr4_1524;chr5_692
chr4_1525;chr5_698
chr4_1542;chr5_3846
chr4_1550;chr5_5421
chr4_1552;chr5_750
chr4_1554;chr5_755
chr4_155;chr6_779
chr4_1563;chr5_2240
chr4_1566;chr5_808
chr4_1567;chr5_811
chr4_1575;chr5_831
chr4_1577;chr5_6126
chr4_1581;chr5_4336
chr4_1582;chr5_3071
chr4_1598;chr5_870
chr4_1599;chr5_3861
chr4_159;chr6_810
chr4_1601;chr5_874
chr4_1602;chr5_4806
chr4_161;chr3_1508
chr4_1620;chr5_4076
chr4_1623;chr5_2251
chr4_1624;chr5_910
chr4_1625;chr5_5440
chr4_1626;chr5_4357
chr4_1628;chr5_939
chr4_1629;chr5_943
chr4_162;chr3_2399
chr4_163;chr3_4041
chr4_1640;chr5_3318
chr4_164;chr3_1413
chr4_1650;chr5_991
chr4_1651;chr5_992
chr4_1651;chr5_996
chr4_1653;chr5_4838
chr4_1654;chr5_1001
chr4_1656;chr5_2932
chr4_1656;chr5_2933
chr4_165;chr3_2893
chr4_1661;chr5_4084
chr4_1663;chr5_4858
chr4_1673;chr5_1047
chr4_1677;chr5_3891
chr4_1680;chr5_1066
chr4_1681;chr5_1070
chr4_169;chr3_1384
chr4_1700;chr3_1506
chr4_1707;chr3_1503
chr4_1708;chr3_1501
chr4_1710;chr3_3329
chr4_1714;chr3_1492
chr4_1715;chr3_2685
chr4_1716;chr3_1485
chr4_1717;chr3_2680
chr4_1720;chr3_1912
chr4_1723;chr3_1448
chr4_1725;chr3_1428
chr4_1726;chr3_2897
chr4_1730;chr3_1427
chr4_1732;chr3_2398
chr4_1733;chr3_2200
chr4_1734;chr3_1410
chr4_1737;chr3_4533
chr4_1739;chr3_4731
chr4_1741;chr3_4525
chr4_1743;chr3_3655
chr4_1744;chr3_3655
chr4_1745;chr3_1387
chr4_1745;chr3_2995
chr4_174;chr3_2162
chr4_1754;chr3_1373
chr4_1754;chr3_2322
chr4_1758;chr3_3642
chr4_1761;chr3_4039
chr4_1766;chr3_1568
chr4_1773;chr3_1338
chr4_1775;chr3_1321
chr4_1782;chr3_4503
chr4_1783;chr3_1315
chr4_1784;chr3_1318
chr4_1788;chr3_5035
chr4_178;chr6_817
chr4_1795;chr3_1705
chr4_1800;chr3_245
chr4_1804;chr3_2243
chr4_1814;chr3_2781
chr4_181;chr3_2432
chr4_1821;chr8_2142
chr4_1823;chr8_2143
chr4_1823;chr8_2144
chr4_1829;chr8_4081
chr4_182;chr3_253
chr4_182;chr3_254
chr4_1832;chr8_965
chr4_1833;chr8_2604
chr4_1842;chr8_2138
chr4_185;chr3_258
chr4_1860;chr3_687
chr4_1863;chr3_686
chr4_1871;chr3_4346
chr4_1873;chr3_675
chr4_1875;chr3_668
chr4_1875;chr3_669
chr4_1876;chr3_2051
chr4_187;chr3_1716
chr4_1880;chr3_643
chr4_188;chr3_271
chr4_1894;chr3_3802
chr4_1897;chr13_1256
chr4_1900;chr3_3493
chr4_1902;chr3_4335
chr4_1907;chr8_702
chr4_1914;chr8_2521
chr4_191;chr3_1717
chr4_1922;chr8_656
chr4_1925;chr8_664
chr4_1928;chr8_644
chr4_1929;chr8_3233
chr4_1933;chr8_646
chr4_1938;chr8_2920
chr4_193;chr3_3093
chr4_1943;chr8_2508
chr4_1944;chr8_628
chr4_1951;chr8_2105
chr4_1962;chr8_586
chr4_1964;chr8_3002
chr4_1969;chr8_561
chr4_196;chr3_287
chr4_1972;chr8_555
chr4_198;chr3_294
chr4_198;chr3_295
chr4_2002;chr5_4359
chr4_2003;chr5_3881
chr4_2005;chr6_5650
chr4_200;chr3_292
chr4_2011;chr6_4740
chr4_2012;chr3_4360
chr4_2013;chr5_445
chr4_201;chr3_302
chr4_2022;chr5_5454
chr4_2040;chr3_5036
chr4_2059;chr3_3637
chr4_2062;chr5_2889
chr4_2064;chr5_4238
chr4_2070;chr5_4221
chr4_2071;chr5_4221
chr4_2072;chr5_456
chr4_207;chr3_300
chr4_2087;chr5_3277
chr4_2099;chr5_2247
chr4_2100;chr5_6262
chr4_2109;chr5_853
chr4_2113;chr11_4718
chr4_211;chr3_1731
chr4_2127;chr5_5143
chr4_213;chr3_304
chr4_2148;chr3_3324
chr4_2155;chr3_3302
chr4_2160;chr3_3294
chr4_2176;chr8_4859
chr4_2177;chr8_3086
chr4_217;chr3_309
chr4_2181;chr8_3070
chr4_2193;chr3_2811
chr4_2199;chr8_3038
chr4_219;chr8_3847
chr4_2202;chr8_4658
chr4_2203;chr8_3789
chr4_2213;chr8_599
chr4_222;chr8_2142
chr4_2231;chr5_3211
chr4_2232;chr5_467
chr4_2239;chr5_771
chr4_223;chr8_2927
chr4_2241;chr5_936
chr4_2244;chr5_6272
chr4_224;chr8_952
chr4_2252;chr3_1403
chr4_2255;chr3_3300
chr4_2257;chr3_3289
chr4_2258;chr3_4626
chr4_225;chr8_912
chr4_2260;chr3_1715
chr4_2263;chr3_3170
chr4_2272;chr8_3429
chr4_2279;chr8_557
chr4_2285;chr5_2174
chr4_2286;chr5_580
chr4_2289;chr5_596
chr4_2290;chr5_2208
chr4_2293;chr5_2633
